,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
13,2004,"7,665",11.933,11.677,Not Available,0.778,45,6.2,7.3,Not Available,Not Available,0.0,Not Available,97.222,PROGRESS IN NEUROBIOLOGY
14,2003,"7,047",12.327,12.046,Not Available,0.55,40,5.7,6.6,Not Available,Not Available,0.0,Not Available,97.222,PROGRESS IN NEUROBIOLOGY
15,2002,"6,630",10.672,10.492,Not Available,1.079,38,5.3,7.1,Not Available,Not Available,0.0,Not Available,96.193,PROGRESS IN NEUROBIOLOGY
16,2001,"5,926",9.377,9.238,Not Available,1.629,62,5.4,7.0,Not Available,Not Available,0.0,Not Available,95.202,PROGRESS IN NEUROBIOLOGY
17,2000,"5,640",9.933,9.693999999999999,Not Available,1.389,72,5.5,7.0,Not Available,Not Available,0.0,Not Available,97.291,PROGRESS IN NEUROBIOLOGY
18,1999,"5,026",7.09,6.922999999999999,Not Available,0.9309999999999999,58,5.6,7.0,Not Available,Not Available,0.0,Not Available,93.781,PROGRESS IN NEUROBIOLOGY
19,1998,"4,333",5.688,5.484,Not Available,1.0390000000000001,76,5.7,6.4,Not Available,Not Available,0.0,Not Available,93.317,PROGRESS IN NEUROBIOLOGY
20,1997,"3,614",5.0,4.75,Not Available,0.441,68,5.5,6.9,Not Available,Not Available,0.0,Not Available,89.0,PROGRESS IN NEUROBIOLOGY
0,2017,"2,363",6.228,6.07,4.3260000000000005,2.25,56,3.7,6.1,0.008,1.5019999999999998,55.36,0.94200,80.789,Protein & Cell
1,2016,"1,898",5.374,5.287000000000001,3.5989999999999998,1.2109999999999999,57,3.4,6.8,0.00731,1.1840000000000002,77.19,0.83787,76.053,Protein & Cell
2,2015,"1,540",3.8169999999999997,3.719,3.043,1.614,70,3.1,6.8,0.00692,0.978,62.86,0.78865,61.23,Protein & Cell
3,2014,"1,310",3.247,3.154,3.0980000000000003,1.014,69,2.9,6.4,0.00632,0.997,59.42,0.70749,48.641,Protein & Cell
4,2013,"1,000",2.8510000000000004,2.7689999999999997,3.1180000000000003,0.537,95,2.7,6.4,0.0055,1.087,67.37,0.60669,40.811,Protein & Cell
5,2012,715,3.22,3.097,3.22,0.525,99,2.1,6.0,0.0041600000000000005,1.161,54.55,Not Available,51.081,Protein & Cell
0,2017,"10,194",11.511,11.334000000000001,11.514000000000001,1.86,737,1.7,7.2,0.057,5.412999999999999,99.05,6.662,94.531,Science Advances
0,2017,"10,316",6.377999999999999,6.2860000000000005,7.251,1.364,162,5.0,7.8,0.037000000000000005,3.241,92.59,4.34900,84.429,Science Signaling
1,2016,"9,495",6.83,6.604,7.109,1.4240000000000002,172,4.5,7.7,0.03996,3.227,96.51,4.58524,86.361,Science Signaling
2,2015,"8,469",7.359,7.192,7.162999999999999,1.375,176,4.3,6.9,0.0439,3.31,94.89,5.00405,87.622,Science Signaling
3,2014,"7,211",6.279,6.162999999999999,7.1370000000000005,1.359,170,3.9,7.0,0.047139999999999994,3.3089999999999997,92.94,5.27930,84.133,Science Signaling
4,2013,"6,207",6.337000000000001,6.2,7.122999999999999,1.4709999999999999,187,3.3,6.6,0.04691,3.425,95.72,5.17059,84.035,Science Signaling
5,2012,"5,168",7.648,7.386,7.603,1.4780000000000002,182,2.8,6.4,0.040510000000000004,3.6239999999999997,95.6,Not Available,87.654,Science Signaling
6,2011,"3,597",7.499,7.279,7.143,1.4240000000000002,177,2.2,6.0,0.03235,3.8089999999999997,93.79,Not Available,86.696,Science Signaling
7,2010,"2,168",6.354,5.739,6.392,1.7369999999999999,175,1.6,5.7,0.01772,3.1719999999999997,89.71,Not Available,80.056,Science Signaling
0,2017,"26,692",16.71,16.567,18.615,3.4389999999999996,228,4.0,6.0,0.126,8.2,99.12,14.76300,97.199,Science Translational Medicine
1,2016,"22,073",16.761,16.615,17.136,3.176,216,3.6,6.1,0.12558,7.768,97.22,14.41328,97.44,Science Translational Medicine
2,2015,"17,066",16.264,16.034000000000002,15.050999999999998,3.1289999999999996,256,3.2,5.5,0.11489,7.207999999999999,97.27,13.09485,97.39,Science Translational Medicine
3,2014,"13,031",15.843,15.648,13.845,3.543,219,2.7,5.4,0.09169,6.54,96.35,10.26937,96.809,Science Translational Medicine
4,2013,"9,222",14.414000000000001,14.128,12.700999999999999,3.134,216,2.3,5.4,0.06994,6.265,95.37,7.70835,96.424,Science Translational Medicine
5,2012,"5,574",10.757,10.436,10.481,3.694,219,1.8,4.9,0.04077,5.176,92.24,Not Available,93.681,Science Translational Medicine
6,2011,"2,509",7.803999999999999,7.57,7.809,2.977,216,1.4,4.9,0.017730000000000003,4.114,98.15,Not Available,89.608,Science Translational Medicine
7,2010,466,3.292,2.937,3.292,1.594,187,0.8,5.0,0.0016699999999999998,1.791,96.79,Not Available,48.596,Science Translational Medicine
0,2017,"645,134",41.058,40.616,40.627,8.207,769,10.8,5.9,1.126,19.909,91.29,131.58200,97.656,SCIENCE
1,2016,"606,635",37.205,36.688,38.062,9.277999999999999,806,>10.0,5.4,1.15823,19.174,92.18,132.83853,97.656,SCIENCE
2,2015,"568,210",34.661,34.211999999999996,34.921,8.961,828,>10.0,5.4,1.15367,18.018,91.91,131.49522,97.619,SCIENCE
3,2014,"557,558",33.611,33.194,35.263,7.221,828,>10.0,5.5,1.22204,17.885,92.87,136.86842,97.368,SCIENCE
4,2013,"537,035",31.476999999999997,31.006999999999998,34.463,8.568,841,9.9,5.3,1.27503,17.698,91.68,140.53333,97.273,SCIENCE
5,2012,"508,489",31.026999999999997,30.584,33.587,6.691,832,9.7,5.4,1.35315,17.697,92.43,Not Available,97.321,SCIENCE
6,2011,"480,836",31.201,30.776999999999997,32.452,6.075,871,9.4,5.4,1.41162,17.525,94.03,Not Available,97.321,SCIENCE
7,2010,"469,815",31.377,30.921999999999997,31.777,6.794,862,9.0,5.0,1.45546,16.818,92.92,Not Available,97.458,SCIENCE
8,2009,"444,643",29.747,29.314,31.052,6.531000000000001,897,8.8,5.0,1.52308,16.580,93.98,Not Available,97.0,SCIENCE
9,2008,"409,290",28.103,27.55,30.268,6.261,862,8.4,4.8,1.58309,16.286,93.85,Not Available,96.429,SCIENCE
10,2007,"382,472",26.372,25.855999999999998,30.631,6.3870000000000005,886,8.0,4.8,1.69272,16.539,92.33,Not Available,97.0,SCIENCE
11,2006,"361,389",30.028000000000002,29.443,Not Available,5.555,885,7.7,4.8,Not Available,Not Available,93.9,Not Available,99.0,SCIENCE
12,2005,"345,991",30.927,30.357,Not Available,6.398,827,7.3,4.7,Not Available,Not Available,93.71,Not Available,98.958,SCIENCE
13,2004,"332,803",31.853,31.289,Not Available,7.379,845,7.0,4.5,Not Available,Not Available,93.96,Not Available,96.667,SCIENCE
14,2003,"311,593",29.781,29.149,Not Available,5.5889999999999995,926,6.8,4.3,Not Available,Not Available,92.87,Not Available,96.739,SCIENCE
15,2002,"296,080",26.682,26.006999999999998,Not Available,5.8389999999999995,987,6.6,4.3,Not Available,Not Available,90.98,Not Available,96.875,SCIENCE
16,2001,"282,431",23.329,22.756999999999998,Not Available,5.917000000000001,901,6.4,4.3,Not Available,Not Available,93.01,Not Available,96.667,SCIENCE
17,2000,"274,443",23.872,23.361,Not Available,5.26,920,6.1,4.5,Not Available,Not Available,93.37,Not Available,96.939,SCIENCE
18,1999,"265,921",24.595,24.01,Not Available,4.92,971,5.9,4.4,Not Available,Not Available,91.97,Not Available,97.115,SCIENCE
19,1998,"250,327",24.386,23.829,Not Available,4.785,"1,067",5.8,4.5,Not Available,Not Available,94.75,Not Available,97.581,SCIENCE
20,1997,"228,945",24.676,24.087,Not Available,4.7219999999999995,"1,044",5.7,4.3,Not Available,Not Available,97.61,Not Available,97.321,SCIENCE
0,2017,"9,024",6.138,6.079,6.273,2.138,196,5.3,7.5,0.024,2.396,0.0,2.82600,85.965,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
1,2016,"7,898",6.614,6.477,6.124,1.685,200,5.4,7.6,0.0234,2.465,0.0,2.68397,86.39,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
2,2015,"6,674",5.181,5.086,5.758,1.3869999999999998,163,5.4,7.2,0.02208,2.385,0.0,2.51613,83.683,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
3,2014,"6,404",6.265,6.147,6.211,1.04,174,5.3,7.2,0.02244,2.484,0.0,2.51321,84.322,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
4,2013,"6,082",5.971,5.917000000000001,6.463,1.3619999999999999,80,4.8,6.9,0.02594,2.815,0.0,2.85922,84.107,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
5,2012,"5,613",6.202000000000001,6.1610000000000005,6.510,1.034,116,4.6,6.1,0.02624,2.862,0.0,Not Available,84.239,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
6,2011,"4,982",6.646,6.605,6.294,0.961,127,4.4,6.8,0.02461,2.837,0.0,Not Available,86.923,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
7,2010,"4,511",5.9079999999999995,5.856,6.223,1.557,115,5.0,5.8,0.0239,2.920,0.0,Not Available,82.983,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
8,2009,"3,824",6.3420000000000005,6.289,6.642,0.878,131,4.9,6.1,0.02368,3.179,0.0,Not Available,84.954,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
9,2008,"3,434",4.5280000000000005,4.5089999999999995,6.297,1.094,64,4.5,5.8,0.02387,3.196,0.0,Not Available,77.954,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
10,2007,"3,088",6.482,6.402,6.471,0.7609999999999999,88,3.9,5.7,0.02215,3.093,0.0,Not Available,86.066,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
11,2006,"2,849",8.672,8.656,Not Available,0.833,54,4.1,6.3,Not Available,Not Available,0.0,Not Available,88.923,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
12,2005,"2,469",6.4910000000000005,6.4270000000000005,Not Available,1.25,64,4.3,5.1,Not Available,Not Available,0.0,Not Available,85.502,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
13,2004,"2,035",4.902,4.882,Not Available,1.403,67,4.2,4.6,Not Available,Not Available,0.0,Not Available,80.538,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
14,2003,"1,838",4.761,4.752,Not Available,0.7909999999999999,43,3.9,4.4,Not Available,Not Available,0.0,Not Available,79.414,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
15,2002,"1,695",6.315,6.277,Not Available,0.441,59,3.3,4.4,Not Available,Not Available,0.0,Not Available,85.502,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
16,2001,"1,287",5.537000000000001,5.495,Not Available,0.667,54,2.9,4.1,Not Available,Not Available,0.0,Not Available,84.508,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
17,2000,"1,002",4.978,4.933,Not Available,0.40700000000000003,54,2.5,4.4,Not Available,Not Available,0.0,Not Available,84.848,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
18,1999,580,2.862,2.83,Not Available,0.355,62,2.4,3.8,Not Available,Not Available,0.0,Not Available,69.606,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
19,1998,410,2.392,2.36,Not Available,0.449,69,2.3,4.2,Not Available,Not Available,0.0,Not Available,65.618,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
20,1997,204,1.814,1.7830000000000001,Not Available,0.509,55,1.4,4.5,Not Available,Not Available,0.0,Not Available,54.615,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
0,2017,"6,080",10.602,10.314,10.342,3.867,60,7.0,7.9,0.011,3.326,0.0,1.25200,95.764,SLEEP MEDICINE REVIEWS
1,2016,"4,980",8.958,8.666,9.619,2.367,60,6.6,8.6,0.00971,3.213,0.0,1.11459,95.075,SLEEP MEDICINE REVIEWS
2,2015,"4,392",7.341,7.065,9.636,2.375,48,6.6,8.0,0.01033,3.450,0.0,1.17759,94.121,SLEEP MEDICINE REVIEWS
3,2014,"3,919",8.513,8.282,9.258,2.062,48,6.6,8.3,0.00959,3.247,0.0,1.07402,95.033,SLEEP MEDICINE REVIEWS
4,2013,"3,512",9.141,8.774,9.320,2.186,43,6.2,8.8,0.00917,3.201,0.0,1.01098,95.448,SLEEP MEDICINE REVIEWS
5,2012,"2,976",8.681000000000001,8.388,8.260,1.943,35,6.1,8.1,0.00882,2.989,0.0,Not Available,95.439,SLEEP MEDICINE REVIEWS
6,2011,"2,482",6.931,6.625,7.543,1.972,36,5.7,8.8,0.00799,2.655,0.0,Not Available,93.53,SLEEP MEDICINE REVIEWS
7,2010,"2,399",6.337999999999999,6.0,7.696,1.75,36,5.7,8.3,0.00759,2.477,0.0,Not Available,92.725,SLEEP MEDICINE REVIEWS
8,2009,"1,961",5.9670000000000005,5.754,6.704,1.139,36,5.6,6.7,0.00713,2.255,0.0,Not Available,92.286,SLEEP MEDICINE REVIEWS
9,2008,"1,608",6.143,5.872999999999999,6.630,1.69,29,4.6,7.7,0.00753,2.207,0.0,Not Available,93.731,SLEEP MEDICINE REVIEWS
10,2007,"1,225",5.705,5.442,5.342,1.656,32,4.4,7.9,0.00671,1.862,6.25,Not Available,91.757,SLEEP MEDICINE REVIEWS
11,2006,"1,116",5.083,4.9830000000000005,Not Available,1.71,31,4.1,6.6,Not Available,Not Available,3.23,Not Available,88.373,SLEEP MEDICINE REVIEWS
12,2005,818,3.967,3.8360000000000003,Not Available,1.433,30,3.6,6.9,Not Available,Not Available,0.0,Not Available,82.463,SLEEP MEDICINE REVIEWS
13,2004,546,3.7030000000000003,3.609,Not Available,0.9329999999999999,30,3.1,8.4,Not Available,Not Available,0.0,Not Available,82.974,SLEEP MEDICINE REVIEWS
14,2003,274,1.774,1.6119999999999999,Not Available,0.419,31,3.2,8.2,Not Available,Not Available,0.0,Not Available,47.904,SLEEP MEDICINE REVIEWS
15,2002,172,1.386,1.245,Not Available,0.303,33,3.0,7.5,Not Available,Not Available,24.24,Not Available,50.362,SLEEP MEDICINE REVIEWS
16,2001,156,1.9169999999999998,1.479,Not Available,0.483,29,2.0,7.8,Not Available,Not Available,10.34,Not Available,70.956,SLEEP MEDICINE REVIEWS
0,2017,"4,525",6.537000000000001,6.1610000000000005,7.181,1.07,298,2.7,6.7,0.026000000000000002,3.26,99.66,3.068,85.976,Stem Cell Reports
1,2016,"3,299",7.337999999999999,7.099,7.507999999999999,1.081,172,2.2,6.3,0.02045,3.443,100.0,2.3483099999999997,86.021,Stem Cell Reports
2,2015,"1,806",7.023,6.75,7.027,1.311,193,1.6,5.8,0.011729999999999999,3.525,100.0,1.3368,88.541,Stem Cell Reports
3,2014,461,5.365,5.038,5.365,1.077,168,1.2,5.7,0.00256,3.102,100.0,0.28686999999999996,80.118,Stem Cell Reports
0,2017,"65,854",6.239,5.664,6.610,1.354,526,9.6,6.1,0.088,2.274,92.02,10.33200,93.374,STROKE
1,2016,"60,469",6.032,5.56,6.494,1.165,479,9.2,6.4,0.09343,2.211,93.74,10.73141,92.176,STROKE
2,2015,"57,427",5.787000000000001,5.1370000000000005,6.308,1.32,556,8.8,6.1,0.09772,2.217,91.01,11.13792,92.672,STROKE
3,2014,"58,619",5.761,5.037,6.578,1.311,572,8.7,6.4,0.10295,2.140,94.93,11.53069,92.734,STROKE
4,2013,"56,480",6.018,5.287000000000001,6.757,1.17,653,8.5,6.4,0.10416,2.182,96.63,11.48082,93.832,STROKE
5,2012,"52,524",6.1579999999999995,5.47,6.831,1.0859999999999999,567,8.2,6.2,0.10989,2.264,94.71,Not Available,93.971,STROKE
6,2011,"48,243",5.729,5.035,6.468,1.2209999999999999,592,8.0,6.6,0.10596,2.181,94.59,Not Available,90.97,STROKE
7,2010,"44,528",5.756,5.027,6.394,1.06,532,7.6,6.0,0.10253,2.030,97.37,Not Available,91.842,STROKE
8,2009,"46,637",7.041,5.957000000000001,7.288,1.193,694,7.4,6.4,0.1073,2.115,95.1,Not Available,95.784,STROKE
9,2008,"41,755",6.499,5.749,6.872,1.2790000000000001,480,7.3,6.3,0.11132,2.060,96.46,Not Available,92.434,STROKE
10,2007,"36,787",6.296,5.359,6.389,1.249,481,6.9,5.9,0.11901,2.121,97.09,Not Available,94.635,STROKE
11,2006,"33,437",5.391,4.591,Not Available,1.242,462,6.8,5.6,Not Available,Not Available,97.19,Not Available,91.539,STROKE
12,2005,"32,361",5.855,4.937,Not Available,1.0390000000000001,487,6.5,5.6,Not Available,Not Available,95.07,Not Available,93.088,STROKE
13,2004,"30,105",5.747999999999999,4.841,Not Available,1.034,528,6.5,5.6,Not Available,Not Available,98.3,Not Available,93.624,STROKE
14,2003,"27,172",5.233,4.154,Not Available,1.094,480,6.4,5.8,Not Available,Not Available,97.5,Not Available,93.045,STROKE
15,2002,"24,981",5.176,4.155,Not Available,1.024,456,6.2,5.6,Not Available,Not Available,98.46,Not Available,92.719,STROKE
16,2001,"23,588",5.33,4.412,Not Available,0.8109999999999999,418,6.0,6.0,Not Available,Not Available,98.09,Not Available,90.846,STROKE
17,2000,"23,333",6.007999999999999,4.933,Not Available,0.904,407,5.9,5.8,Not Available,Not Available,98.53,Not Available,95.58,STROKE
18,1999,"21,532",5.528,4.582,Not Available,0.9520000000000001,396,5.7,6.0,Not Available,Not Available,99.49,Not Available,93.939,STROKE
19,1998,"19,502",4.88,4.026,Not Available,0.845,373,5.8,5.8,Not Available,Not Available,98.12,Not Available,94.195,STROKE
20,1997,"17,379",4.323,3.444,Not Available,0.65,389,5.7,5.7,Not Available,Not Available,97.43,Not Available,90.193,STROKE
0,2017,589,5.872000000000001,5.808,Not Available,0.8,35,2.9,7.1,0.002,Not Available,34.29,0.267,88.314,Translational Neurodegeneration
0,2017,"2,202",8.266,6.477,5.4110000000000005,1.825,57,3.2,6.9,0.005,1.146,87.72,0.61400,94.112,Translational Stroke Research
1,2015,"1,078",4.503,3.783,3.198,0.83,53,2.5,6.9,0.0042,0.861,84.91,0.47916,82.622,Translational Stroke Research
2,2014,661,2.444,2.0,2.444,0.6709999999999999,73,2.5,8.3,0.00275,0.693,83.56,0.30816,47.464,Translational Stroke Research
3,2013,397,1.9380000000000002,1.554,2.011,0.486,70,2.3,7.8,0.00159,0.531,84.29,0.17565,36.341,Translational Stroke Research
4,2012,217,1.939,1.676,1.939,0.309,81,1.8,7.6,0.00093,0.537,64.2,Not Available,37.494,Translational Stroke Research
0,2017,"13,708",18.564,18.402,15.211,3.5810000000000004,74,6.8,5.5,0.038,7.205,0.0,4.39400,96.053,TRENDS IN CELL BIOLOGY
1,2016,"12,503",15.333,15.192,13.305,4.419,74,7.0,5.2,0.03514,6.264,0.0,4.02849,95.0,TRENDS IN CELL BIOLOGY
2,2015,"11,479",11.532,11.442,11.453,3.987,75,7.1,5.1,0.03244,5.431,0.0,3.69795,93.316,TRENDS IN CELL BIOLOGY
3,2014,"11,481",12.007,11.912,12.140,3.037,81,7.1,5.1,0.03474,5.581,1.23,3.89063,92.663,TRENDS IN CELL BIOLOGY
4,2013,"11,144",12.314,12.175999999999998,11.742,1.9469999999999998,75,7.0,5.0,0.03867,5.861,0.0,4.26225,93.784,TRENDS IN CELL BIOLOGY
5,2012,"11,039",11.720999999999998,11.575,12.095,2.324,74,6.6,4.5,0.04317,6.196,0.0,Not Available,92.703,TRENDS IN CELL BIOLOGY
6,2011,"10,684",12.354000000000001,12.234000000000002,12.481,2.565,85,6.2,4.7,0.04701,6.523,0.0,Not Available,93.094,TRENDS IN CELL BIOLOGY
7,2010,"10,653",12.14,11.987,12.997,2.275,80,6.0,4.6,0.0526,6.795,1.25,Not Available,91.854,TRENDS IN CELL BIOLOGY
8,2009,"10,222",12.115,12.005999999999998,12.642,1.795,78,5.6,4.3,0.06093,6.904,1.28,Not Available,92.901,TRENDS IN CELL BIOLOGY
9,2008,"9,681",13.385,13.300999999999998,12.503,1.785,79,5.2,4.3,0.06842,7.130,18.99,Not Available,94.586,TRENDS IN CELL BIOLOGY
10,2007,"9,072",13.527000000000001,13.436,12.351,2.403,77,4.9,3.8,0.07053,7.105,2.6,Not Available,95.192,TRENDS IN CELL BIOLOGY
11,2006,"8,847",12.429,12.243,Not Available,2.025,79,4.8,3.7,Not Available,Not Available,7.59,Not Available,93.269,TRENDS IN CELL BIOLOGY
12,2005,"8,511",11.790999999999999,11.628,Not Available,1.7790000000000001,86,4.6,3.9,Not Available,Not Available,36.05,Not Available,93.791,TRENDS IN CELL BIOLOGY
13,2004,"8,197",14.327,14.175999999999998,Not Available,1.7919999999999998,96,4.1,3.7,Not Available,Not Available,35.42,Not Available,94.516,TRENDS IN CELL BIOLOGY
14,2003,"7,658",19.612000000000002,19.323,Not Available,2.17,88,3.7,3.4,Not Available,Not Available,31.82,Not Available,96.474,TRENDS IN CELL BIOLOGY
15,2002,"7,180",19.88,19.669,Not Available,2.577,71,3.4,3.0,Not Available,Not Available,32.39,Not Available,97.059,TRENDS IN CELL BIOLOGY
16,2001,"6,505",18.135,17.945,Not Available,3.8089999999999997,68,3.2,2.8,Not Available,Not Available,26.47,Not Available,95.578,TRENDS IN CELL BIOLOGY
17,2000,"6,116",18.815,18.662,Not Available,3.7969999999999997,74,2.9,2.9,Not Available,Not Available,31.08,Not Available,96.939,TRENDS IN CELL BIOLOGY
18,1999,"5,180",14.149000000000001,13.959000000000001,Not Available,3.0410000000000004,74,2.9,2.7,Not Available,Not Available,83.78,Not Available,96.099,TRENDS IN CELL BIOLOGY
19,1998,"4,755",11.935,11.694,Not Available,3.446,83,3.1,2.9,Not Available,Not Available,95.18,Not Available,93.165,TRENDS IN CELL BIOLOGY
20,1997,"3,814",10.814,10.607999999999999,Not Available,2.4730000000000003,91,2.9,2.5,Not Available,Not Available,92.31,Not Available,94.231,TRENDS IN CELL BIOLOGY
0,2017,"25,391",15.557,15.128,22.838,3.239,71,9.5,6.7,0.041,9.424,0.0,4.76100,99.03,TRENDS IN COGNITIVE SCIENCES
1,2016,"23,273",15.402000000000001,14.969000000000001,23.659,3.265,68,9.1,5.8,0.04629,10.449,0.0,5.31227,99.024,TRENDS IN COGNITIVE SCIENCES
2,2015,"21,382",17.85,17.283,23.872,2.444,72,8.6,5.8,0.04719,10.507,0.0,5.37874,98.498,TRENDS IN COGNITIVE SCIENCES
3,2014,"20,396",21.965,21.464000000000002,22.500,3.15,60,8.3,5.5,0.04585,9.498,0.0,5.13500,99.279,TRENDS IN COGNITIVE SCIENCES
4,2013,"18,076",21.147,20.758000000000003,18.920,2.983,60,7.9,5.3,0.04375,8.363,0.0,4.82248,99.128,TRENDS IN COGNITIVE SCIENCES
5,2012,"15,717",16.008,15.414000000000001,16.845,4.056,54,7.3,5.0,0.04707,8.022,0.0,Not Available,98.316,TRENDS IN COGNITIVE SCIENCES
6,2011,"13,558",12.585999999999999,12.280999999999999,14.857,2.468,62,6.8,4.6,0.0467,7.133,0.0,Not Available,97.735,TRENDS IN COGNITIVE SCIENCES
7,2010,"11,991",9.686,9.386000000000001,14.015,1.984,61,6.3,5.5,0.04877,6.479,0.0,Not Available,97.288,TRENDS IN COGNITIVE SCIENCES
8,2009,"11,626",11.664000000000001,11.397,15.591,2.134,67,5.8,5.4,0.05706,7.140,0.0,Not Available,97.528,TRENDS IN COGNITIVE SCIENCES
9,2008,"9,143",10.981,10.559000000000001,13.826,1.0859999999999999,70,5.3,5.8,0.05323,6.320,0.0,Not Available,97.57,TRENDS IN COGNITIVE SCIENCES
10,2007,"7,525",9.389,9.08,12.421,1.5130000000000001,76,4.9,4.9,0.0512,6.067,21.05,Not Available,97.315,TRENDS IN COGNITIVE SCIENCES
11,2006,"5,965",9.374,9.006,Not Available,1.5659999999999998,83,4.6,4.9,Not Available,Not Available,7.23,Not Available,96.988,TRENDS IN COGNITIVE SCIENCES
12,2005,"4,597",9.155,8.627,Not Available,1.25,92,4.8,5.1,Not Available,Not Available,0.0,Not Available,96.981,TRENDS IN COGNITIVE SCIENCES
13,2004,"3,580",7.992000000000001,7.528,Not Available,1.012,84,4.3,5.1,Not Available,Not Available,0.0,Not Available,97.749,TRENDS IN COGNITIVE SCIENCES
14,2003,"2,720",7.528,6.877000000000001,Not Available,0.9520000000000001,105,3.7,5.4,Not Available,Not Available,0.0,Not Available,96.397,TRENDS IN COGNITIVE SCIENCES
15,2002,"1,799",8.129,7.622999999999999,Not Available,1.271,59,3.3,5.9,Not Available,Not Available,0.0,Not Available,96.689,TRENDS IN COGNITIVE SCIENCES
16,2001,"1,465",11.606,10.704,Not Available,1.298,47,2.7,5.5,Not Available,Not Available,0.0,Not Available,97.195,TRENDS IN COGNITIVE SCIENCES
0,2017,"9,213",11.021,10.951,11.365,2.0140000000000002,72,6.4,4.9,0.02,3.930,0.0,2.30200,95.195,TRENDS IN MOLECULAR MEDICINE
1,2016,"8,371",10.732,10.640,10.240,1.9169999999999998,72,6.4,5.0,0.01943,3.642,0.0,2.22989,94.877,TRENDS IN MOLECULAR MEDICINE
2,2015,"7,703",9.292,9.256,10.144,2.417,72,6.1,4.5,0.02048,3.762,0.0,2.33441,93.14,TRENDS IN MOLECULAR MEDICINE
3,2014,"7,186",9.453,9.400,9.931,1.714,70,6.0,4.8,0.01946,3.502,0.0,2.17999,92.472,TRENDS IN MOLECULAR MEDICINE
4,2013,"6,659",10.110,9.993,10.292,1.527,74,5.6,4.7,0.02087,3.728,1.35,2.30057,93.095,TRENDS IN MOLECULAR MEDICINE
5,2012,"5,945",9.571,9.500,10.142,1.4869999999999999,76,5.4,4.6,0.02163,3.834,0.0,Not Available,92.504,TRENDS IN MOLECULAR MEDICINE
6,2011,"5,639",10.355,10.272,9.835,1.4809999999999999,79,5.0,4.0,0.02264,3.697,0.0,Not Available,94.554,TRENDS IN MOLECULAR MEDICINE
7,2010,"5,365",10.308,10.266,9.187,1.3769999999999998,61,4.8,4.0,0.0237,3.365,0.0,Not Available,94.342,TRENDS IN MOLECULAR MEDICINE
8,2009,"4,780",11.049,10.959,8.099,1.517,60,4.3,3.8,0.02715,3.229,1.67,Not Available,94.378,TRENDS IN MOLECULAR MEDICINE
