Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
22444, ,P 19 ANN M ISMRM MON,2,0,0,0,0,0,0,2,0,0,0,0
22445, ,P 19 INT C PATT REC,2,0,0,0,0,0,0,0,0,0,2,0
22446, ,P 1993 INT OIL SPILL,2,0,0,0,0,0,0,0,0,0,0,2
22447, ,P 1996 ACM SIGMOD IN,2,0,0,0,0,0,0,0,0,0,0,2
22448, ,P 2 ACM SIGCOMM WORK,2,0,0,0,0,1,0,0,1,0,0,0
22449, ,P 2 INT C LANG RES E,2,0,0,0,0,0,0,0,0,0,0,2
22450, ,P 20 ACM INT C MULT,2,0,0,0,0,0,2,0,0,0,0,0
22451, ,P 20 ANN C COMP GRAP,2,0,0,0,0,0,0,0,0,0,0,2
22452, ,P 20 INT C PATT REC,2,0,0,0,0,0,0,0,2,0,0,0
22453, ,P 20 INT C RAD 2010,2,0,0,0,0,0,0,0,2,0,0,0
22454, ,P 2002 ACM C COMP SU,2,0,0,0,0,0,0,0,0,0,0,2
22455, ,P 2008 ACM WORKSH WI,2,0,0,0,0,0,0,0,0,0,2,0
22456, ,P 2008 INT C ADV COM,2,0,0,0,0,0,0,0,0,0,2,0
22457, ,P 2009 ACM SIGGRAPH,2,0,0,0,0,0,0,0,0,2,0,0
22458, ,P 2009 INT C MULT IN,2,0,0,0,0,0,0,0,0,2,0,0
22459, ,P 2010 IEEE INT C MA,2,0,0,0,0,0,0,0,2,0,0,0
22460, ,P 2012 ACM ANN C HUM,2,0,0,0,0,0,2,0,0,0,0,0
22461, ,P 2012 INT C ADV SOC,2,0,0,0,0,0,2,0,0,0,0,0
22462, ,P 2012 JOINT C EMP M,2,0,0,0,0,0,2,0,0,0,0,0
22463, ,P 2013 ACM INT JOINT,2,0,0,0,0,2,0,0,0,0,0,0
22464, ,P 2013 IEEE ACM INT,2,0,0,0,0,1,0,0,0,0,0,1
22465, ,P 2013 INT C AUT AG,2,0,0,0,0,2,0,0,0,0,0,0
22466, ,P 2014 ACM C WEB SCI,2,0,0,0,2,0,0,0,0,0,0,0
22467, ,P 2014 C EMP METH NA,2,0,0,0,2,0,0,0,0,0,0,0
22468, ,P 2015 ACM SIGMOD IN,2,0,0,2,0,0,0,0,0,0,0,0
22469, ,P 2015 C EMP METH NA,2,0,0,2,0,0,0,0,0,0,0,0
22470, ,P 2015 C N AM CHAPT,2,0,0,2,0,0,0,0,0,0,0,0
22471, ,P 2015 IEEEACM INT,2,0,0,2,0,0,0,0,0,0,0,0
22472, ,P 2015 INT C AUT AG,2,0,0,2,0,0,0,0,0,0,0,0
22473, ,P 2015 INT C EL ADV,2,0,0,2,0,0,0,0,0,0,0,0
22474, ,P 2016 12 WORLD C,2,0,2,0,0,0,0,0,0,0,0,0
22475, ,P 2016 ACM INT JOINT,2,0,2,0,0,0,0,0,0,0,0,0
22476, ,P 21 ACM INT C MULT,2,0,0,0,0,2,0,0,0,0,0,0
22477, ,P 21 INT WORLD WID W,2,0,0,0,0,0,2,0,0,0,0,0
22478, ,P 22 ACM INT C C INF,2,0,0,0,0,2,0,0,0,0,0,0
22479, ,P 22 ANN C COMP GRAP,2,0,0,0,0,0,0,0,0,0,0,2
22480, ,P 23 ANN M ISMRM TOR,2,0,0,2,0,0,0,0,0,0,0,0
22481, ,P 23 INT S BIOM SPOR,2,0,0,0,0,0,0,0,0,0,0,2
22482, ,P 24 INT C ART INT,2,0,0,2,0,0,0,0,0,0,0,0
22483, ,P 24 INT C WORLD WID,2,0,0,2,0,0,0,0,0,0,0,0
22484, ,P 25 INT C WORLD WID,2,0,2,0,0,0,0,0,0,0,0,0
22485, ,P 26 ANN INT ACM SIG,2,0,0,0,0,0,0,0,0,0,0,2
22486, ,P 28 AAAI C ART INT,2,0,0,0,2,0,0,0,0,0,0,0
22487, ,P 28 INT C MACH LEAR,2,0,0,0,0,0,0,2,0,0,0,0
22488, ,P 29 AAAI C ART INT,2,0,0,2,0,0,0,0,0,0,0,0
22489, ,P 3 ACM C REC SYST,2,0,0,0,0,0,0,0,0,2,0,0
22490, ,P 3 ACM INT C WEB SE,2,0,0,0,0,0,0,0,2,0,0,0
22491, ,P 3 ANN ACM WEB SCI,2,0,0,0,0,0,2,0,0,0,0,0
22492, ,P 3 INT WORKSH BIOM,2,0,0,2,0,0,0,0,0,0,0,0
22493, ,P 3 S US PRIV SEC SO,2,0,0,0,0,0,0,0,0,0,0,2
22494, ,P 30 ANN C COGN SCI,2,0,0,0,0,0,0,0,0,0,2,0
22495, ,P 31 ANN C COGN SCI,2,0,0,0,0,0,0,0,0,2,0,0
22496, ,P 31 INT C MACH LEAR,2,0,0,0,2,0,0,0,0,0,0,0
22497, ,P 32 ANN INT ACM,2,0,0,0,0,0,0,0,0,2,0,0
22498, ,P 32 INT C COAST ENG,2,0,0,0,0,0,0,0,2,0,0,0
22499, ,P 33 INT C MACH LEAR,2,0,2,0,0,0,0,0,0,0,0,0
22500, ,P 35 ANN M COGN SCI,2,0,0,0,0,2,0,0,0,0,0,0
22501, ,P 35 ANN SPRING M KO,2,0,0,2,0,0,0,0,0,0,0,0
22502, ,P 37 INT ACM SIGIR C,2,0,0,0,2,0,0,0,0,0,0,0
22503, ,P 4 2001 IS OC MIN S,2,0,0,0,0,0,0,0,0,0,0,2
22504, ,P 4 INT WORKSH NAT L,2,0,2,0,0,0,0,0,0,0,0,0
22505, ,P 44 HAW INT C SYST,2,0,0,0,0,0,0,2,0,0,0,0
22506, ,P 48 ANN C SE ASS,2,0,0,0,0,0,0,0,0,0,0,2
22507, ,P 49 ANN M ASS COMP,2,0,0,0,0,0,0,2,0,0,0,0
22508, ,P 5 ACM INT C MULT R,2,0,0,2,0,0,0,0,0,0,0,0
22509, ,P 5 ACM INT C WEB SE,2,0,0,0,0,0,2,0,0,0,0,0
22510, ,P 5 IEEE GLOB HUM,2,0,0,2,0,0,0,0,0,0,0,0
22511, ,P 5 INT BRAIN COMP I,2,0,0,0,0,1,0,1,0,0,0,0
22512, ,P 5 INT COR REEF C,2,0,0,0,0,0,0,0,0,0,0,2
22513, ,P 5 S SOC AV PAL EV,2,0,0,0,0,0,0,0,0,0,0,2
22514, ,P 53 ANN GULF CAR,2,0,0,0,0,0,0,0,0,0,0,2
22515, ,P 6 ACM SIGKDD INT C,2,0,0,0,0,0,0,0,0,0,0,2
22516, ,P 6 INT COR REEF S,2,0,0,0,0,0,0,0,0,0,0,2
22517, ,P 6 INT S MICR HUM S,2,0,0,0,0,0,0,0,0,0,0,2
22518, ,P 7 ACM SIGKDD INT C,2,0,0,0,0,0,0,0,0,0,0,2
22519, ,P 7 INT C 3D BODY SC,2,0,2,0,0,0,0,0,0,0,0,0
22520, ,P 7 INT COR REEF S G,2,0,0,0,0,0,0,0,0,0,0,2
22521, ,P 7 INT IEEE EMBS C,2,0,0,2,0,0,0,0,0,0,0,0
22522, ,P 7 INT MESH ROUNDT,2,0,0,0,0,0,0,0,0,0,0,2
22523, ,P 7 INT S SIGN PROC,2,0,0,0,0,0,0,0,0,0,0,2
22524, ,P 7 PYTH SCI C SCIPY,2,0,0,0,0,0,0,0,0,0,2,0
22525, ,P 8 ACM SIGKDD INT C,2,0,0,0,0,0,0,0,0,0,0,2
22526, ,P 8 ACM SIGSP INT WO,2,0,0,2,0,0,0,0,0,0,0,0
22527, ,P 8 C APPL CLIM,2,0,0,0,0,0,0,0,0,0,0,2
22528, ,P 8 IND C COMP VIS G,2,0,0,0,0,0,2,0,0,0,0,0
22529, ,P 8 INT AAAI C WEBL,2,0,0,0,2,0,0,0,0,0,0,0
22530, ,P 9 ACM C COMP COMM,2,0,0,0,0,0,0,0,0,0,0,2
22531, ,P 9 INT C AUT AG MUL,2,0,0,0,0,0,0,0,2,0,0,0
22532, ,P 9 INT COR REEF S B,2,0,0,0,0,0,0,0,0,0,0,2
22533, ,P 9 INT MESH ROUNDT,2,0,0,0,0,0,0,0,0,0,0,2
22534, ,P 9 INT WHEAT GEN S,2,0,0,0,0,0,0,0,0,0,0,2
22535, ,P AAAI,2,0,0,0,0,0,1,0,0,0,0,1
22536, ,P ACM 2012 C COMP SU,2,0,0,0,0,0,2,0,0,0,0,0
22537, ,P ACM S APPL COMP,2,0,0,0,0,0,0,0,0,0,0,2
22538, ,P ACM S VIRT REAL SO,2,0,0,0,0,0,0,0,0,0,0,2
22539, ,P ACM SIGGRAPH S APP,2,0,0,0,0,0,0,2,0,0,0,0
22540, ,P ACM SIGKDD WORKSH,2,0,0,0,0,0,1,0,1,0,0,0
22541, ,P ADV 18 ANN ACM SIA,2,0,0,0,0,0,0,0,0,0,0,2
22542, ,P AM CONTR C,2,0,0,0,0,0,0,0,0,0,0,2
22543, ,P AM SOC INFO SCI TE,2,0,0,0,1,0,0,1,0,0,0,0
22544, ,P AM SOC SUGAR CANE,2,0,0,0,0,0,0,0,0,0,0,2
22545, ,P AMC CHI C,2,0,0,0,0,0,0,0,2,0,0,0
22546, ,P ANN FALL S AM MED,2,0,0,1,1,0,0,0,0,0,0,0
22547, ,P ANN HAW INT C SYST,2,0,0,0,0,0,0,2,0,0,0,0
22548, ,P ANN INT C IEEE,2,0,0,0,0,0,0,0,0,0,0,2
22549, ,P ASM DYN SYST,2,0,0,0,0,0,0,0,2,0,0,0
22550, ,P AUST SOC SUGAR CAN,2,0,0,0,0,0,0,0,1,0,0,1
22551, ,P BIONLP SHAR TASK 2,2,0,0,0,0,1,0,1,0,0,0,0
22552, ,P BRIT MACH VIS C,2,0,0,0,0,0,0,1,0,0,0,1
22553, ,P C SEL AR CRYPT,2,0,0,0,0,0,0,0,2,0,0,0
22554, ,P CIVIL ENG OCEAN,2,0,0,0,1,0,0,0,0,0,0,1
22555, ,P COMP GRAPH INT TEC,2,0,0,0,0,0,0,0,0,0,0,2
22556, ,P CORN NUTR C FEED M,2,0,0,0,0,0,0,0,0,0,0,2
22557, ,P DAT PALM REG WORKS,2,0,0,0,0,0,0,0,0,0,0,2
22558, ,P DATA ENG,2,0,0,0,0,0,0,0,0,0,0,2
22559, ,P DENVER MUSEUM NATU,2,0,0,0,0,0,0,0,0,0,0,2
22560, ,P DORSET NATURAL HIS,2,0,0,0,0,0,0,0,0,0,0,2
22561, ,P ECOL SOC AUS,2,0,0,0,0,0,0,0,0,0,0,2
22562,0.604,P EDINBURGH MATH SOC,2,0,0,0,0,0,0,0,0,0,0,2
22563, ,P EUR C COMP VIS,2,0,0,0,0,0,0,0,0,0,0,2
22564, ,P EUR S ART NEUR NET,2,0,0,0,0,0,1,1,0,0,0,0
22565, ,P FLA STATE HORT,2,0,0,0,0,0,0,0,0,0,0,2
22566, ,P FOOD SYST DYN,2,0,0,0,2,0,0,0,0,0,0,0
22567, ,P FOR DEP PEN MAL 3,2,0,0,0,0,0,0,0,0,0,2,0
22568,0.500,P I CIVIL ENG-MUNIC,2,0,0,0,1,0,0,0,0,0,1,0
22569,1.022,P I MECH ENG A-J POW,2,0,0,0,0,0,0,0,0,0,0,2
22570,0.996,P I MECH ENG C-J MEC,2,0,0,0,0,0,0,1,0,1,0,0
22571,1.038,P I MECH ENG G-J AER,2,0,0,1,0,0,1,0,0,0,0,0
22572,1.288,P I MECH ENG K-J MUL,2,0,1,0,1,0,0,0,0,0,0,0
22573,1.373,P I MECH ENG O-J RIS,2,0,0,1,0,0,0,1,0,0,0,0
22574, ,P ICWSM,2,0,0,0,1,0,0,1,0,0,0,0
22575, ,P IEEE INN SMART GRI,2,0,0,0,0,1,1,0,0,0,0,0
22576, ,P IEEE INT C AC SPEE,2,0,0,0,1,0,0,0,0,0,0,1
22577, ,P IEEE INT C BIOINFO,2,0,0,0,0,0,0,2,0,0,0,0
22578, ,P IEEE INT C IM PROC,2,0,0,0,0,0,0,1,0,1,0,0
22579, ,P IEEE INT C MULT EX,2,0,0,0,1,1,0,0,0,0,0,0
22580, ,P IEEE INT C REH ROB,2,1,0,0,0,0,0,1,0,0,0,0
22581, ,P IEEE INT C ULTR WI,2,0,0,0,1,0,1,0,0,0,0,0
22582, ,P INDIAN AS-EARTH,2,0,0,0,0,0,0,0,0,0,0,2
22583, ,P INDIANA ACAD SCI,2,0,0,0,0,0,0,1,0,0,1,0
22584, ,P INT C BIOINF MOD M,2,0,0,1,0,1,0,0,0,0,0,0
22585, ,P INT C INT US INT I,2,0,0,0,0,2,0,0,0,0,0,0
22586, ,P INT C MACH LEARN I,2,0,0,0,0,0,0,0,0,1,1,0
22587, ,P INT C WEB INT INT,2,0,0,1,0,1,0,0,0,0,0,0
22588, ,P INT DRESD GERM,2,0,0,2,0,0,0,0,0,0,0,0
22589, ,P INT JOINT C ART IN,2,0,0,0,0,0,0,0,0,0,0,2
22590, ,P INT ORN C,2,0,0,0,0,0,0,0,0,0,0,2
22591, ,P INT PLANT PROPAGAT,2,0,0,0,0,0,0,0,0,0,0,2
22592, ,P INT S BIOL SIP ECH,2,0,0,0,0,0,0,0,0,0,0,2
22593, ,P INT S COMP MUS MOD,2,0,0,0,0,1,1,0,0,0,0,0
22594, ,P INT S MUS INF RETR,2,0,0,0,0,0,0,0,0,0,0,2
22595, ,P INT SOC MAG RES ME,2,0,0,0,0,0,0,0,0,2,0,0
22596, ,P INT SOC MAGN RESON,2,0,0,0,0,0,0,1,0,0,0,1
22597, ,P INT WORKSH CASS ME,2,0,0,0,0,0,0,0,0,0,0,2
22598, ,P INT WORLD WID WEB,2,0,1,0,0,0,0,0,0,0,1,0
22599, ,P K NED AKAD B PHYS,2,0,0,0,0,0,0,0,0,0,0,2
22600, ,P LEID WORKSH CAPT P,2,0,2,0,0,0,0,0,0,0,0,0
22601, ,P LREC 2010 WORKSH N,2,0,0,0,0,0,0,0,2,0,0,0
22602, ,P M AC,2,0,1,0,0,1,0,0,0,0,0,0
22603, ,P MOR OTH HIGHL NUTR,2,0,0,0,0,0,0,0,0,0,0,2
22604, ,P MYO EL CONTR S MEC,2,0,0,0,1,0,0,1,0,0,0,0
22605, ,P N G MED J,2,0,0,0,1,0,0,0,0,0,0,1
22606, ,P NAACL HLT 2010 WOR,2,0,0,0,0,0,0,0,2,0,0,0
22607, ,P ODP SCI RESULTS,2,0,0,0,0,0,0,0,0,0,0,2
22608, ,P OF THE 3,2,0,0,0,1,0,0,0,0,0,0,1
22609, ,P OF THE 5,2,0,0,0,0,1,0,0,0,0,0,1
22610, ,P PHYS SOC LOND B,2,0,0,0,0,0,0,0,0,0,0,2
22611, ,P R SOC LOND B-CONTA,2,0,0,0,0,0,0,0,0,0,0,2
22612, ,P REC ADV NAT LANG P,2,0,0,0,0,0,0,0,0,0,0,2
22613, ,P ROCHESTER ACAD SCI,2,0,0,0,0,0,0,0,0,0,0,2
22614, ,P ROOT FORM PLANT TR,2,0,0,0,0,0,0,0,0,0,0,2
22615, ,P ROY SOC EDINB,2,0,0,0,0,0,0,0,0,0,0,2
22616, ,P S GREN WORLD OC BI,2,0,0,0,0,0,0,0,0,0,2,0
22617, ,P SAN DIEGO SOC NATU,2,0,0,0,0,0,0,0,0,0,0,2
22618, ,P SOC PHOTOOPT INS,2,0,0,0,0,0,0,0,0,0,0,2
22619, ,P SOM ARCH SOC,2,0,0,0,0,0,0,0,0,0,0,2
22620, ,P SOUPS,2,0,0,0,2,0,0,0,0,0,0,0
22621, ,P SUA MU ENRECA PROJ,2,0,0,0,0,0,0,0,0,0,0,2
22622, ,P SURV RES METH SECT,2,0,0,0,0,0,0,0,0,1,0,1
22623, ,P U BRISTOL SPELAEOL,2,0,0,0,0,0,0,0,0,0,0,2
22624, ,P VAL FOR GLOB CASS,2,0,0,0,0,0,0,0,0,0,0,2
22625, ,P W PHARMACOL SOC,2,0,0,0,0,0,0,0,0,0,0,2
22626, ,P WINT 1993 US C,2,0,0,0,0,0,0,0,0,0,0,2
22627, ,P WORK C ADV VIS INT,2,0,0,0,0,0,0,0,0,0,1,1
22628, ,P WORKSH BIONLP 2007,2,0,0,0,0,0,0,0,0,0,0,2
22629, ,P WORKSH DET STRUCT,2,0,0,0,0,0,2,0,0,0,0,0
22630, ,P WORKSH HUM LANG TE,2,0,0,0,0,0,0,0,0,0,0,2
22631, ,P WPES 2005,2,0,0,0,0,0,0,0,0,0,0,2
22632,0.714,P YORKS GEOL SOC,2,0,0,0,1,0,0,0,0,0,0,1
22633, ,PAC AS C ADV KNOWL D,2,0,0,0,0,0,1,0,0,0,1,0
22634, ,PAC ECON REV,2,0,0,0,0,0,0,0,0,1,1,0
22635, ,PAC HEALTH DIALOG,2,0,0,0,0,0,0,0,0,0,0,2
22636, ,PAC PROD S,2,0,0,0,0,0,0,0,0,0,0,2
22637, ,PAC RIM S IM VID TEC,2,0,0,2,0,0,0,0,0,0,0,0
22638, ,PAC S BIOC,2,0,0,0,0,0,0,0,0,0,0,2
22639, ,PAC S BIOCOMPUTING20,2,0,0,0,0,0,0,0,0,0,0,2
22640, ,PAC SALMON LIFE,2,0,0,0,0,0,0,0,0,0,0,2
22641, ,PAC STUD,2,0,0,0,0,0,0,0,0,0,0,2
22642, ,PAC SYMP BIOCOMPUT,2,0,0,1,0,0,0,0,0,0,1,0
22643,1.808,PACKAG TECHNOL SCI,2,0,0,0,0,0,0,0,0,1,0,1
22644, ,PACKAGE BIOMOD2,2,0,1,1,0,0,0,0,0,0,0,0
22645, ,PACKAGE CAR,2,0,1,1,0,0,0,0,0,0,0,0
22646, ,PACKAGE GAMM4,2,0,1,1,0,0,0,0,0,0,0,0
22647, ,PACKAGE LEAPS,2,0,0,1,0,0,0,0,0,1,0,0
22648, ,PACKAGE VEGAN,2,0,1,1,0,0,0,0,0,0,0,0
22649, ,PACKAGE VEGAN R PACK,2,0,0,0,0,2,0,0,0,0,0,0
22650, ,PACKFOR FORWARD SELE,2,0,0,0,0,0,0,2,0,0,0,0
22651, ,PACT08 P 17 INT C,2,0,0,0,0,0,0,0,0,0,2,0
22652, ,PAEDIAT CHILD HLTH,2,0,0,0,0,1,0,0,0,0,1,0
22653, ,PAEDIATRICA,2,0,0,0,0,0,1,0,0,0,0,1
22654, ,PAIN PRACTICE OFFICI,2,0,1,0,1,0,0,0,0,0,0,0
22655, ,PAIN THER,2,1,0,1,0,0,0,0,0,0,0,0
22656, ,PAIRWISE MULTIPLE CO,2,0,0,0,2,0,0,0,0,0,0,0
22657, ,PAIS,2,0,0,0,0,1,0,0,0,0,0,1
22658, ,PAK DEM HLTH SURV 20,2,0,0,0,0,2,0,0,0,0,0,0
22659,0.677,PAK J AGR SCI,2,0,0,0,0,0,0,1,0,0,0,1
22660, ,PAK J MED HEALTH SCI,2,0,0,1,0,0,0,1,0,0,0,0
22661, ,PAKISTAN DEV REV,2,0,0,0,0,0,1,0,0,0,0,1
22662, ,PAKISTAN J NUTR,2,0,0,0,0,0,1,0,0,0,0,1
22663, ,PAKISTAN J SOCIAL SC,2,0,0,0,0,0,0,1,1,0,0,0
22664, ,PAL BIOL EV FOSS,2,0,0,0,0,0,0,0,0,2,0,0
22665, ,PAL SIN,2,0,0,0,0,0,0,0,0,0,0,2
22666, ,PALAEONTOGRAPHIA ITA,2,0,0,0,0,0,0,0,0,0,0,2
22667, ,PALAEONTOL NEWSL,2,0,0,0,0,0,2,0,0,0,0,0
22668, ,PALAEONTOLOGIA SIN C,2,0,0,0,0,0,0,0,0,0,0,2
22669, ,PALAEOZOIC VERTEBRAT,2,0,0,0,0,0,0,0,0,0,0,2
22670, ,PALAESTRA,2,0,0,0,0,2,0,0,0,0,0,0
22671, ,PALAMEDES MATLAB ROU,2,0,0,0,0,0,0,0,0,2,0,0
22672, ,PALARCHS J VERTEBR P,2,0,0,0,1,1,0,0,0,0,0,0
22673, ,PALEOBOTANY BIOGEOGR,2,0,0,0,2,0,0,0,0,0,0,0
22674, ,PALEOCLIMATE EVOLUTI,2,0,0,0,0,0,0,0,0,0,0,2
22675, ,PALEOECOLOGY BERINGI,2,0,0,0,0,0,0,0,0,0,0,2
22676, ,PALEOLITHIC ARCHEOLO,2,0,0,0,0,0,0,0,0,0,0,2
22677, ,PALEOLITHIQUE MESOLI,2,0,0,0,0,0,0,0,0,0,0,2
22678, ,PALEOLITHIQUE MOYEN,2,0,0,0,0,0,0,0,0,0,0,2
22679, ,PALEOLITHIQUE SUPERI,2,0,0,0,0,1,0,0,0,0,0,1
22680, ,PALEONTOLOGIA AFR,2,0,0,0,0,0,0,0,0,1,0,1
22681, ,PALEONTOLOGICAL SOC,2,0,0,0,1,0,0,0,0,0,0,1
22682, ,PALEONTOLOGY GRAN BA,2,0,0,0,0,0,0,0,2,0,0,0
22683, ,PALEOWORLD,2,1,0,0,0,0,0,0,1,0,0,0
22684, ,PALEST EXPLOR Q,2,0,0,0,1,0,0,0,0,0,0,1
22685, ,PALLAS,2,0,0,0,0,0,0,0,0,0,0,2
22686, ,PAN AM J AQUATIC SCI,2,0,0,0,0,1,0,0,0,1,0,0
22687, ,PAN PAC MANAGEME,2,0,0,0,0,0,0,0,0,2,0,0
22688, ,PANAS X MANUAL POSIT,2,0,0,0,0,0,0,0,0,0,0,2
22689, ,PANS,2,0,0,0,1,0,0,0,0,0,0,1
22690, ,PANTANAL ECOL BIO,2,0,0,0,0,0,0,2,0,0,0,0
22691, ,PAP LAB PHONOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
22692, ,PAP PHYS-LA PLATA,2,0,0,0,1,1,0,0,0,0,0,0
22693, ,PAR DIV DIV EV EC,2,0,0,2,0,0,0,0,0,0,0,0
22694, ,PAR VOL 41 NOS 13,2,0,0,0,0,0,0,0,0,0,0,2
22695, ,PARADISE LOST LESSON,2,0,0,0,0,0,0,0,2,0,0,0
22696, ,PARANEOPLASTIC SYNDR,2,0,1,0,0,0,0,1,0,0,0,0
22697, ,PARASITES SOC INS,2,0,0,0,0,0,0,0,0,0,0,2
22698, ,PARASITIC NEMATODES,2,0,0,0,0,0,0,0,0,0,0,2
22699, ,PARASITIC PROTOZOA,2,0,0,0,0,0,0,0,0,0,0,2
22700, ,PARENT-SCI PRACT,2,0,0,0,0,0,0,0,0,1,0,1
22701, ,PARK SCI,2,0,0,0,0,1,0,0,0,0,0,1
22702, ,PART OF SPEECH TAGGI,2,0,0,0,0,0,0,0,0,0,0,2
22703,4.384,PART PART SYST CHAR,2,0,0,0,0,1,0,0,0,0,0,1
22704, ,PARTICIPATORY RES ME,2,0,0,0,0,0,0,0,1,0,0,1
22705, ,PARTNERS FLIGHT LAND,2,0,2,0,0,0,0,0,0,0,0,0
22706, ,PARTY LAB RECURSIVE,2,0,0,1,0,0,0,0,0,0,0,1
22707, ,PASCHERS SUSSWASSE 2,2,0,0,0,0,0,0,0,0,0,0,2
22708, ,PAST PALAEONTOLOGICA,2,0,0,0,0,0,0,0,0,0,0,2
22709, ,PASTEURS QUADRANT BA,2,0,0,0,0,0,0,1,0,0,0,1
22710, ,PASTOR PSYCHOL,2,0,0,1,0,0,0,0,0,0,1,0
22711, ,PASTORALISM,2,0,1,0,1,0,0,0,0,0,0,0
22712, ,PASTORALISTS SETTLE,2,0,0,0,0,0,0,0,0,0,0,2
22713, ,PATCH ANAL PATCH GRI,2,0,0,0,0,0,2,0,0,0,0,0
22714, ,PATH UNIVERSAL HLTH,2,0,0,2,0,0,0,0,0,0,0,0
22715, ,PATHOG IMMUN,2,0,2,0,0,0,0,0,0,0,0,0
22716, ,PATHOL ANNU,2,0,0,0,0,0,0,0,0,0,0,2
22717, ,PATHOL MAR SCI,2,0,0,0,0,0,0,0,0,0,0,2
22718, ,PATHOLOGIC BASIS DIS,2,0,0,0,0,0,0,0,1,0,0,1
22719, ,PATHOLOGIC MYOPIA,2,0,0,0,2,0,0,0,0,0,0,0
22720, ,PATIENT CTR MED TRAN,2,0,0,0,0,0,0,0,0,0,0,2
22721, ,PATIENT SAF SURG,2,0,0,0,0,1,0,1,0,0,0,0
22722, ,PATIENT SAFETY QUALI,2,0,0,0,0,0,0,0,0,0,2,0
22723, ,PATIENTS EXPERIENCE,2,0,0,0,0,0,0,0,0,1,0,1
22724, ,PATRIMONIO PALEONTOL,2,0,0,0,0,0,0,0,0,0,0,2
22725, ,PATT REC 1988 9 INT,2,0,0,0,0,0,0,0,0,0,0,2
22726, ,PATT REC 2000 P 15 I,2,0,0,0,0,0,0,0,0,0,0,2
22727, ,PATTERN PROCESS HOST,2,0,0,0,0,0,0,0,0,0,0,2
22728, ,PATTERN PROCESS MACR,2,0,0,0,0,0,0,0,0,0,0,2
22729, ,PATTERN RECOMMENDATI,2,0,0,0,0,0,0,0,0,0,0,2
22730, ,PATTERNS DISTRIBUTIO,2,0,0,0,0,0,0,0,0,0,0,2
22731, ,PAULA COUTIANA,2,0,0,0,0,0,0,0,0,0,0,2
22732, ,PAXINOS FRANKLINS MO,2,0,0,0,0,1,1,0,0,0,0,0
22733, ,PEARSON EDUC,2,0,0,0,0,0,0,0,1,1,0,0
22734, ,PECES FOSILES CARIBE,2,0,0,0,0,0,0,0,2,0,0,0
22735, ,PECES MARINOS VENEZU,2,0,0,0,0,0,0,0,0,0,0,2
22736, ,PEDIAT ENDOCRINOL DI,2,0,0,0,0,0,1,0,0,1,0,0
22737, ,PEDIATR GASTROENTERO,2,0,0,1,0,0,1,0,0,0,0,0
22738, ,PEDIATR POL,2,0,1,0,0,0,1,0,0,0,0,0
22739, ,PEDIGREE PEDIGREE FU,2,0,0,0,0,1,0,1,0,0,0,0
22740, ,PEER HARASSMENT SCH,2,0,0,0,0,0,0,0,0,0,0,2
22741, ,PEER SUPP PROGR DIAB,2,0,0,0,0,0,0,0,0,0,1,1
22742, ,PENSEE,2,0,0,0,1,0,1,0,0,0,0,0
22743, ,PEOPL LIV HIV STIGM,2,0,0,0,1,0,0,1,0,0,0,0
22744, ,PEOPLE LEARN BRAIN M,2,0,0,0,0,0,0,0,0,0,0,2
22745, ,PEOPLES CHOICE VOTER,2,0,0,0,0,0,0,0,0,0,0,2
22746, ,PEPTIDE RES,2,0,0,0,0,0,0,0,0,0,0,2
22747, ,PERCEIVED STRESS PRO,2,0,0,0,0,0,0,0,0,0,0,2
22748, ,PERCEIVING IN DEPTH,2,0,0,0,0,0,2,0,0,0,0,0
22749, ,PERCEPT COMMUN,2,0,0,0,0,1,0,0,0,0,0,1
22750, ,PERCEPTION RISK,2,0,2,0,0,0,0,0,0,0,0,0
22751, ,PERFORMANCE ASSESSME,2,0,0,0,0,0,0,0,0,1,0,1
22752, ,PERINATAL DEPRESSION,2,0,0,0,0,0,0,0,0,0,0,2
22753,3.529,PERMAFROST PERIGLAC,2,0,0,0,0,0,0,0,0,0,0,2
22754, ,PERMANENT PLOT METHO,2,0,0,0,0,0,0,0,0,0,0,2
22755, ,PERMUTATION TESTS CL,2,0,0,0,0,0,0,0,0,0,0,2
22756, ,PERSONALITY ANAL INT,2,0,0,0,0,0,0,0,0,0,0,2
22757, ,PERSPECT ECOL CONSER,2,2,0,0,0,0,0,0,0,0,0,0
22758, ,PERSPECT HLTH INF MA,2,0,0,0,0,0,1,0,0,0,0,1
22759, ,PERSPECT MED,2,0,0,0,0,0,2,0,0,0,0,0
22760, ,PERSPECTIVES HLTH IN,2,0,0,0,0,0,1,1,0,0,0,0
22761, ,PESQ NAC SAUD 2013 P,2,0,0,0,2,0,0,0,0,0,0,0
22762, ,PEST CONTROL,2,0,0,0,0,0,0,0,0,0,0,2
22763, ,PEST CONTROL TECHNOL,2,0,0,0,0,0,0,0,1,0,0,1
22764, ,PESTIC OUTLOOK,2,0,0,0,0,0,0,0,0,0,0,2
22765, ,PESTS SUGAR CANE,2,0,0,0,0,0,0,0,0,0,0,2
22766, ,PETERMANNS MITT,2,0,0,0,0,0,0,0,0,0,0,2
